date,store_id,product_id,units_sold,price,promo_flag
2024-03-10,STORE-01,PROD-01,134,13.79,0
2024-03-11,STORE-01,PROD-01,87,47.32,0
2024-03-12,STORE-01,PROD-01,102,46.17,0
2024-03-13,STORE-01,PROD-01,102,48.36,0
2024-03-14,STORE-01,PROD-01,97,18.25,0
2024-03-15,STORE-01,PROD-01,93,12.63,0
2024-03-16,STORE-01,PROD-01,128,47.13,0
2024-03-17,STORE-01,PROD-01,107,32.68,0
2024-03-18,STORE-01,PROD-01,100,11.3,0
2024-03-19,STORE-01,PROD-01,102,36.37,0
2024-03-20,STORE-01,PROD-01,104,21.18,0
2024-03-21,STORE-01,PROD-01,104,44.02,0
2024-03-22,STORE-01,PROD-01,104,28.01,0
2024-03-23,STORE-01,PROD-01,125,36.59,0
2024-03-24,STORE-01,PROD-01,132,45.05,0
2024-03-25,STORE-01,PROD-01,91,31.02,0
2024-03-26,STORE-01,PROD-01,135,25.95,1
2024-03-27,STORE-01,PROD-01,106,6.37,0
2024-03-28,STORE-01,PROD-01,116,42.02,1
2024-03-29,STORE-01,PROD-01,100,39.65,0
2024-03-30,STORE-01,PROD-01,106,33.03,0
2024-03-31,STORE-01,PROD-01,119,29.33,0
2024-04-01,STORE-01,PROD-01,92,37.67,0
2024-04-02,STORE-01,PROD-01,79,40.78,0
2024-04-03,STORE-01,PROD-01,101,24.75,0
2024-04-04,STORE-01,PROD-01,104,23.4,0
2024-04-05,STORE-01,PROD-01,107,12.04,0
2024-04-06,STORE-01,PROD-01,140,34.71,0
2024-04-07,STORE-01,PROD-01,123,47.97,0
2024-04-08,STORE-01,PROD-01,120,23.88,0
2024-04-09,STORE-01,PROD-01,109,21.02,0
2024-04-10,STORE-01,PROD-01,103,26.34,0
2024-04-11,STORE-01,PROD-01,106,27.12,0
2024-04-12,STORE-01,PROD-01,96,22.93,0
2024-04-13,STORE-01,PROD-01,103,33.58,0
2024-04-14,STORE-01,PROD-01,189,27.64,1
2024-04-15,STORE-01,PROD-01,84,34.64,0
2024-04-16,STORE-01,PROD-01,100,6.19,0
2024-04-17,STORE-01,PROD-01,92,47.31,0
2024-04-18,STORE-01,PROD-01,113,25.62,0
2024-04-19,STORE-01,PROD-01,85,47.37,0
2024-04-20,STORE-01,PROD-01,120,8.2,0
2024-04-21,STORE-01,PROD-01,109,43.02,0
2024-04-22,STORE-01,PROD-01,128,10.32,1
2024-04-23,STORE-01,PROD-01,105,33.3,0
2024-04-24,STORE-01,PROD-01,104,17.69,0
2024-04-25,STORE-01,PROD-01,102,38.78,0
2024-04-26,STORE-01,PROD-01,96,21.74,0
2024-04-27,STORE-01,PROD-01,117,20.34,0
2024-04-28,STORE-01,PROD-01,112,38.79,0
2024-04-29,STORE-01,PROD-01,106,9.64,0
2024-04-30,STORE-01,PROD-01,108,19.4,0
2024-05-01,STORE-01,PROD-01,95,22.51,0
2024-05-02,STORE-01,PROD-01,137,47.78,1
2024-05-03,STORE-01,PROD-01,93,33.43,0
2024-05-04,STORE-01,PROD-01,102,35.26,0
2024-05-05,STORE-01,PROD-01,99,40.62,0
2024-05-06,STORE-01,PROD-01,94,7.59,0
2024-05-07,STORE-01,PROD-01,85,24.87,0
2024-05-08,STORE-01,PROD-01,85,11.43,0
2024-05-09,STORE-01,PROD-01,90,32.82,0
2024-05-10,STORE-01,PROD-01,95,8.27,0
2024-05-11,STORE-01,PROD-01,105,36.78,0
2024-05-12,STORE-01,PROD-01,94,41.58,0
2024-05-13,STORE-01,PROD-01,79,49.37,0
2024-05-14,STORE-01,PROD-01,85,39.97,0
2024-05-15,STORE-01,PROD-01,89,24.09,0
2024-05-16,STORE-01,PROD-01,90,5.51,0
2024-05-17,STORE-01,PROD-01,81,7.53,0
2024-05-18,STORE-01,PROD-01,111,38.57,0
2024-05-19,STORE-01,PROD-01,99,48.3,0
2024-05-20,STORE-01,PROD-01,95,15.06,0
2024-05-21,STORE-01,PROD-01,85,5.55,0
2024-05-22,STORE-01,PROD-01,90,8.32,0
2024-05-23,STORE-01,PROD-01,88,48.62,0
2024-05-24,STORE-01,PROD-01,100,25.45,0
2024-05-25,STORE-01,PROD-01,115,31.29,0
2024-05-26,STORE-01,PROD-01,127,17.48,0
2024-05-27,STORE-01,PROD-01,79,25.87,0
2024-05-28,STORE-01,PROD-01,79,48.85,0
2024-05-29,STORE-01,PROD-01,87,36.42,0
2024-05-30,STORE-01,PROD-01,93,35.81,0
2024-05-31,STORE-01,PROD-01,80,45.99,0
2024-06-01,STORE-01,PROD-01,88,46.97,0
2024-06-02,STORE-01,PROD-01,119,7.03,0
2024-06-03,STORE-01,PROD-01,131,49.43,1
2024-06-04,STORE-01,PROD-01,79,31.74,0
2024-06-05,STORE-01,PROD-01,82,23.67,0
2024-06-06,STORE-01,PROD-01,92,7.54,0
2024-06-07,STORE-01,PROD-01,82,39.6,0
2024-06-08,STORE-01,PROD-01,98,43.23,0
2024-06-09,STORE-01,PROD-01,87,47.93,0
2024-06-10,STORE-01,PROD-01,79,15.29,0
2024-06-11,STORE-01,PROD-01,68,10.11,0
2024-06-12,STORE-01,PROD-01,90,28.41,0
2024-06-13,STORE-01,PROD-01,88,29.84,0
2024-06-14,STORE-01,PROD-01,79,44.45,0
2024-06-15,STORE-01,PROD-01,100,36.68,0
2024-06-16,STORE-01,PROD-01,106,11.14,0
2024-06-17,STORE-01,PROD-01,120,22.65,1
2024-06-18,STORE-01,PROD-01,63,45.69,0
2024-06-19,STORE-01,PROD-01,88,22.84,0
2024-06-20,STORE-01,PROD-01,76,43.81,0
2024-06-21,STORE-01,PROD-01,62,25.66,0
2024-06-22,STORE-01,PROD-01,89,27.17,0
2024-06-23,STORE-01,PROD-01,77,8.41,0
2024-06-24,STORE-01,PROD-01,79,10.76,0
2024-06-25,STORE-01,PROD-01,76,13.18,0
2024-06-26,STORE-01,PROD-01,66,45.36,0
2024-06-27,STORE-01,PROD-01,65,13.65,0
2024-06-28,STORE-01,PROD-01,106,12.6,1
2024-06-29,STORE-01,PROD-01,85,14.29,0
2024-06-30,STORE-01,PROD-01,76,27.65,0
2024-07-01,STORE-01,PROD-01,65,44.31,0
2024-07-02,STORE-01,PROD-01,71,7.75,0
2024-07-03,STORE-01,PROD-01,74,13.3,0
2024-07-04,STORE-01,PROD-01,74,21.67,0
2024-07-05,STORE-01,PROD-01,58,25.81,0
2024-07-06,STORE-01,PROD-01,93,6.65,0
2024-07-07,STORE-01,PROD-01,86,28.03,0
2024-07-08,STORE-01,PROD-01,69,9.82,0
2024-07-09,STORE-01,PROD-01,56,17.12,0
2024-07-10,STORE-01,PROD-01,67,5.9,0
2024-07-11,STORE-01,PROD-01,61,10.39,0
2024-07-12,STORE-01,PROD-01,58,31.71,0
2024-07-13,STORE-01,PROD-01,77,8.91,0
2024-07-14,STORE-01,PROD-01,88,31.41,0
2024-07-15,STORE-01,PROD-01,57,17.77,0
2024-07-16,STORE-01,PROD-01,62,34.07,0
2024-07-17,STORE-01,PROD-01,54,9.58,0
2024-07-18,STORE-01,PROD-01,66,16.07,0
2024-07-19,STORE-01,PROD-01,58,12.8,0
2024-07-20,STORE-01,PROD-01,67,8.61,0
2024-07-21,STORE-01,PROD-01,75,10.04,0
2024-07-22,STORE-01,PROD-01,60,48.63,0
2024-07-23,STORE-01,PROD-01,56,12.69,0
2024-07-24,STORE-01,PROD-01,64,46.82,0
2024-07-25,STORE-01,PROD-01,49,39.63,0
2024-07-26,STORE-01,PROD-01,62,19.57,0
2024-07-27,STORE-01,PROD-01,58,10.17,0
2024-07-28,STORE-01,PROD-01,69,17.99,0
2024-07-29,STORE-01,PROD-01,57,28.97,0
2024-07-30,STORE-01,PROD-01,50,20.15,0
2024-07-31,STORE-01,PROD-01,62,16.46,0
2024-08-01,STORE-01,PROD-01,53,39.21,0
2024-08-02,STORE-01,PROD-01,42,20.7,0
2024-08-03,STORE-01,PROD-01,61,42.38,0
2024-08-04,STORE-01,PROD-01,68,47.23,0
2024-08-05,STORE-01,PROD-01,51,7.99,0
2024-08-06,STORE-01,PROD-01,60,11.29,0
2024-08-07,STORE-01,PROD-01,55,14.07,0
2024-08-08,STORE-01,PROD-01,55,34.93,0
2024-08-09,STORE-01,PROD-01,50,21.15,0
2024-08-10,STORE-01,PROD-01,70,24.76,0
2024-08-11,STORE-01,PROD-01,60,25.82,0
2024-08-12,STORE-01,PROD-01,52,15.45,0
2024-08-13,STORE-01,PROD-01,60,22.28,0
2024-08-14,STORE-01,PROD-01,52,10.26,0
2024-08-15,STORE-01,PROD-01,54,33.25,0
2024-08-16,STORE-01,PROD-01,52,32.9,0
2024-08-17,STORE-01,PROD-01,57,45.23,0
2024-08-18,STORE-01,PROD-01,57,16.18,0
2024-08-19,STORE-01,PROD-01,45,6.51,0
2024-08-20,STORE-01,PROD-01,51,20.39,0
2024-08-21,STORE-01,PROD-01,50,9.98,0
2024-08-22,STORE-01,PROD-01,47,40.88,0
2024-08-23,STORE-01,PROD-01,43,15.32,0
2024-08-24,STORE-01,PROD-01,62,36.23,0
2024-08-25,STORE-01,PROD-01,65,16.33,0
2024-08-26,STORE-01,PROD-01,39,25.79,0
2024-08-27,STORE-01,PROD-01,54,11.9,0
2024-08-28,STORE-01,PROD-01,58,5.81,0
2024-08-29,STORE-01,PROD-01,47,46.95,0
2024-08-30,STORE-01,PROD-01,48,36.83,0
2024-08-31,STORE-01,PROD-01,56,30.93,0
2024-09-01,STORE-01,PROD-01,64,47.05,0
2024-09-02,STORE-01,PROD-01,43,25.29,0
2024-09-03,STORE-01,PROD-01,45,31.61,0
2024-09-04,STORE-01,PROD-01,50,7.46,0
2024-09-05,STORE-01,PROD-01,40,29.18,0
2024-09-06,STORE-01,PROD-01,37,20.59,0
2024-09-07,STORE-01,PROD-01,51,15.11,0
2024-09-08,STORE-01,PROD-01,62,11.34,0
2024-09-09,STORE-01,PROD-01,32,46.17,0
2024-09-10,STORE-01,PROD-01,43,31.13,0
2024-09-11,STORE-01,PROD-01,42,8.84,0
2024-09-12,STORE-01,PROD-01,39,27.6,0
2024-09-13,STORE-01,PROD-01,43,14.45,0
2024-09-14,STORE-01,PROD-01,52,14.23,0
2024-09-15,STORE-01,PROD-01,52,30.42,0
2024-09-16,STORE-01,PROD-01,41,39.9,0
2024-09-17,STORE-01,PROD-01,31,23.03,0
2024-09-18,STORE-01,PROD-01,47,11.99,0
2024-09-19,STORE-01,PROD-01,37,33.98,0
2024-09-20,STORE-01,PROD-01,39,6.14,0
2024-09-21,STORE-01,PROD-01,56,6.22,0
2024-09-22,STORE-01,PROD-01,57,15.4,0
2024-09-23,STORE-01,PROD-01,40,34.37,0
2024-09-24,STORE-01,PROD-01,44,9.47,0
2024-09-25,STORE-01,PROD-01,45,42.36,0
2024-09-26,STORE-01,PROD-01,44,35.06,0
2024-09-27,STORE-01,PROD-01,45,5.59,0
2024-09-28,STORE-01,PROD-01,49,14.35,0
2024-09-29,STORE-01,PROD-01,73,23.96,1
2024-09-30,STORE-01,PROD-01,37,41.78,0
2024-10-01,STORE-01,PROD-01,39,31.56,0
2024-10-02,STORE-01,PROD-01,36,33.09,0
2024-10-03,STORE-01,PROD-01,33,18.25,0
2024-10-04,STORE-01,PROD-01,49,39.36,0
2024-10-05,STORE-01,PROD-01,51,45.25,0
2024-10-06,STORE-01,PROD-01,56,24.13,0
2024-10-07,STORE-01,PROD-01,61,33.51,1
2024-10-08,STORE-01,PROD-01,35,11.27,0
2024-10-09,STORE-01,PROD-01,43,12.73,0
2024-10-10,STORE-01,PROD-01,44,5.83,0
2024-10-11,STORE-01,PROD-01,43,17.33,0
2024-10-12,STORE-01,PROD-01,46,34.31,0
2024-10-13,STORE-01,PROD-01,53,32.02,0
2024-10-14,STORE-01,PROD-01,47,12.89,0
2024-10-15,STORE-01,PROD-01,35,28.35,0
2024-10-16,STORE-01,PROD-01,53,12.48,1
2024-10-17,STORE-01,PROD-01,44,16.04,0
2024-10-18,STORE-01,PROD-01,40,17.99,0
2024-10-19,STORE-01,PROD-01,47,30.49,0
2024-10-20,STORE-01,PROD-01,58,34.87,0
2024-10-21,STORE-01,PROD-01,40,6.4,0
2024-10-22,STORE-01,PROD-01,47,31.78,0
2024-10-23,STORE-01,PROD-01,56,20.04,0
2024-10-24,STORE-01,PROD-01,44,9.8,0
2024-10-25,STORE-01,PROD-01,45,35.98,0
2024-10-26,STORE-01,PROD-01,64,16.09,0
2024-10-27,STORE-01,PROD-01,58,17.25,0
2024-10-28,STORE-01,PROD-01,50,21.24,0
2024-10-29,STORE-01,PROD-01,45,13.33,0
2024-10-30,STORE-01,PROD-01,49,44.28,0
2024-10-31,STORE-01,PROD-01,49,36.15,0
2024-11-01,STORE-01,PROD-01,51,16.24,0
2024-11-02,STORE-01,PROD-01,58,13.13,0
2024-11-03,STORE-01,PROD-01,58,46.2,0
2024-11-04,STORE-01,PROD-01,59,46.6,1
2024-11-05,STORE-01,PROD-01,53,47.49,0
2024-11-06,STORE-01,PROD-01,48,19.36,0
2024-11-07,STORE-01,PROD-01,48,6.67,0
2024-11-08,STORE-01,PROD-01,46,8.46,0
2024-11-09,STORE-01,PROD-01,57,20.29,0
2024-11-10,STORE-01,PROD-01,58,29.28,0
2024-11-11,STORE-01,PROD-01,47,19.34,0
2024-11-12,STORE-01,PROD-01,51,15.48,0
2024-11-13,STORE-01,PROD-01,76,44.15,1
2024-11-14,STORE-01,PROD-01,71,47.26,1
2024-11-15,STORE-01,PROD-01,56,49.91,0
2024-11-16,STORE-01,PROD-01,58,26.59,0
2024-11-17,STORE-01,PROD-01,70,44.32,0
2024-11-18,STORE-01,PROD-01,49,23.96,0
2024-11-19,STORE-01,PROD-01,60,15.74,0
2024-11-20,STORE-01,PROD-01,45,18.33,0
2024-11-21,STORE-01,PROD-01,48,6.89,0
2024-11-22,STORE-01,PROD-01,74,22.29,1
2024-11-23,STORE-01,PROD-01,66,14.82,0
2024-11-24,STORE-01,PROD-01,71,47.51,0
2024-11-25,STORE-01,PROD-01,53,32.6,0
2024-11-26,STORE-01,PROD-01,56,32.35,0
2024-11-27,STORE-01,PROD-01,58,15.38,0
2024-11-28,STORE-01,PROD-01,52,40.08,0
2024-11-29,STORE-01,PROD-01,53,7.6,0
2024-11-30,STORE-01,PROD-01,78,36.32,0
2024-12-01,STORE-01,PROD-01,64,41.71,0
2024-12-02,STORE-01,PROD-01,59,31.68,0
2024-12-03,STORE-01,PROD-01,49,9.12,0
2024-12-04,STORE-01,PROD-01,55,44.99,0
2024-12-05,STORE-01,PROD-01,56,43.8,0
2024-12-06,STORE-01,PROD-01,63,8.91,0
2024-12-07,STORE-01,PROD-01,86,21.77,0
2024-12-08,STORE-01,PROD-01,72,8.65,0
2024-12-09,STORE-01,PROD-01,71,35.75,0
2024-12-10,STORE-01,PROD-01,61,26.63,0
2024-12-11,STORE-01,PROD-01,69,42.11,0
2024-12-12,STORE-01,PROD-01,66,17.02,0
2024-12-13,STORE-01,PROD-01,74,40.88,0
2024-12-14,STORE-01,PROD-01,82,36.39,0
2024-12-15,STORE-01,PROD-01,80,32.84,0
2024-12-16,STORE-01,PROD-01,63,20.08,0
2024-12-17,STORE-01,PROD-01,65,12.23,0
2024-12-18,STORE-01,PROD-01,65,5.29,0
2024-12-19,STORE-01,PROD-01,74,32.76,0
2024-12-20,STORE-01,PROD-01,57,33.53,0
2024-12-21,STORE-01,PROD-01,85,40.09,0
2024-12-22,STORE-01,PROD-01,82,48.33,0
2024-12-23,STORE-01,PROD-01,78,33.47,0
2024-12-24,STORE-01,PROD-01,65,18.54,0
2024-12-25,STORE-01,PROD-01,69,8.03,0
2024-12-26,STORE-01,PROD-01,77,7.06,0
2024-12-27,STORE-01,PROD-01,58,48.81,0
2024-12-28,STORE-01,PROD-01,79,39.12,0
2024-12-29,STORE-01,PROD-01,122,6.0,1
2024-12-30,STORE-01,PROD-01,82,35.75,0
2024-12-31,STORE-01,PROD-01,71,17.31,0
2025-01-01,STORE-01,PROD-01,61,12.36,0
2025-01-02,STORE-01,PROD-01,56,36.22,0
2025-01-03,STORE-01,PROD-01,74,34.45,0
2025-01-04,STORE-01,PROD-01,82,47.79,0
2025-01-05,STORE-01,PROD-01,93,23.89,0
2025-01-06,STORE-01,PROD-01,73,22.89,0
2025-01-07,STORE-01,PROD-01,74,45.23,0
2025-01-08,STORE-01,PROD-01,76,14.59,0
2025-01-09,STORE-01,PROD-01,92,43.9,1
2025-01-10,STORE-01,PROD-01,86,48.57,0
2025-01-11,STORE-01,PROD-01,94,39.69,0
2025-01-12,STORE-01,PROD-01,96,39.25,0
2025-01-13,STORE-01,PROD-01,78,40.84,0
2025-01-14,STORE-01,PROD-01,83,10.28,0
2025-01-15,STORE-01,PROD-01,72,14.02,0
2025-01-16,STORE-01,PROD-01,92,7.89,0
2025-01-17,STORE-01,PROD-01,85,18.97,0
2025-01-18,STORE-01,PROD-01,89,5.52,0
2025-01-19,STORE-01,PROD-01,91,32.0,0
2025-01-20,STORE-01,PROD-01,61,36.27,0
2025-01-21,STORE-01,PROD-01,73,15.89,0
2025-01-22,STORE-01,PROD-01,81,11.41,0
2025-01-23,STORE-01,PROD-01,94,30.18,0
2025-01-24,STORE-01,PROD-01,125,19.69,1
2025-01-25,STORE-01,PROD-01,96,6.49,0
2025-01-26,STORE-01,PROD-01,93,22.86,0
2025-01-27,STORE-01,PROD-01,98,41.03,0
2025-01-28,STORE-01,PROD-01,89,12.54,0
2025-01-29,STORE-01,PROD-01,96,6.42,0
2025-01-30,STORE-01,PROD-01,92,7.34,0
2025-01-31,STORE-01,PROD-01,91,37.13,0
2025-02-01,STORE-01,PROD-01,107,20.28,0
2025-02-02,STORE-01,PROD-01,117,25.35,0
2025-02-03,STORE-01,PROD-01,88,28.69,0
2025-02-04,STORE-01,PROD-01,81,44.23,0
2025-02-05,STORE-01,PROD-01,83,48.91,0
2025-02-06,STORE-01,PROD-01,92,34.64,0
2025-02-07,STORE-01,PROD-01,83,29.99,0
2025-02-08,STORE-01,PROD-01,106,13.98,0
2025-02-09,STORE-01,PROD-01,108,8.25,0
2025-02-10,STORE-01,PROD-01,121,44.07,1
2025-02-11,STORE-01,PROD-01,74,38.42,0
2025-02-12,STORE-01,PROD-01,79,49.44,0
2025-02-13,STORE-01,PROD-01,108,44.02,1
2025-02-14,STORE-01,PROD-01,106,26.9,0
2025-02-15,STORE-01,PROD-01,104,45.53,0
2025-02-16,STORE-01,PROD-01,117,46.06,0
2025-02-17,STORE-01,PROD-01,77,33.03,0
2025-02-18,STORE-01,PROD-01,86,37.21,0
2025-02-19,STORE-01,PROD-01,96,13.09,0
2025-02-20,STORE-01,PROD-01,92,16.13,0
2025-02-21,STORE-01,PROD-01,104,25.04,0
2025-02-22,STORE-01,PROD-01,125,12.36,0
2025-02-23,STORE-01,PROD-01,92,48.62,0
2025-02-24,STORE-01,PROD-01,81,39.81,0
2025-02-25,STORE-01,PROD-01,105,48.64,0
2025-02-26,STORE-01,PROD-01,95,20.17,0
2025-02-27,STORE-01,PROD-01,82,24.39,0
2025-02-28,STORE-01,PROD-01,109,12.52,0
2025-03-01,STORE-01,PROD-01,124,6.65,0
2025-03-02,STORE-01,PROD-01,111,42.99,0
2025-03-03,STORE-01,PROD-01,115,31.34,0
2025-03-04,STORE-01,PROD-01,93,17.14,0
2025-03-05,STORE-01,PROD-01,94,28.9,0
2025-03-06,STORE-01,PROD-01,103,19.23,0
2025-03-07,STORE-01,PROD-01,95,6.87,0
2025-03-08,STORE-01,PROD-01,127,25.46,0
2025-03-09,STORE-01,PROD-01,120,27.0,0
2025-03-10,STORE-01,PROD-01,108,14.08,0
2025-03-11,STORE-01,PROD-01,87,48.65,0
2025-03-12,STORE-01,PROD-01,91,44.07,0
2025-03-13,STORE-01,PROD-01,116,36.17,0
2025-03-14,STORE-01,PROD-01,99,27.37,0
2025-03-15,STORE-01,PROD-01,122,44.1,0
2025-03-16,STORE-01,PROD-01,130,14.71,0
2025-03-17,STORE-01,PROD-01,110,22.72,0
2025-03-18,STORE-01,PROD-01,101,49.97,0
2025-03-19,STORE-01,PROD-01,127,48.97,1
2025-03-20,STORE-01,PROD-01,101,30.52,0
2025-03-21,STORE-01,PROD-01,103,44.53,0
2025-03-22,STORE-01,PROD-01,132,41.35,0
2025-03-23,STORE-01,PROD-01,104,40.9,0
2025-03-24,STORE-01,PROD-01,97,29.5,0
2025-03-25,STORE-01,PROD-01,140,19.61,1
2025-03-26,STORE-01,PROD-01,115,22.49,0
2025-03-27,STORE-01,PROD-01,90,15.69,0
2025-03-28,STORE-01,PROD-01,115,32.88,0
2025-03-29,STORE-01,PROD-01,131,22.09,0
2025-03-30,STORE-01,PROD-01,89,6.15,0
2025-03-31,STORE-01,PROD-01,122,22.11,0
2025-04-01,STORE-01,PROD-01,109,32.36,0
2025-04-02,STORE-01,PROD-01,123,41.58,0
2025-04-03,STORE-01,PROD-01,106,15.96,0
2025-04-04,STORE-01,PROD-01,102,7.71,0
2025-04-05,STORE-01,PROD-01,110,26.86,0
2025-04-06,STORE-01,PROD-01,115,17.82,0
2025-04-07,STORE-01,PROD-01,101,19.01,0
2025-04-08,STORE-01,PROD-01,113,37.23,0
2025-04-09,STORE-01,PROD-01,89,13.15,0
2025-04-10,STORE-01,PROD-01,96,13.16,0
2025-04-11,STORE-01,PROD-01,93,30.53,0
2025-04-12,STORE-01,PROD-01,122,48.33,0
2025-04-13,STORE-01,PROD-01,121,6.95,0
2025-04-14,STORE-01,PROD-01,112,47.81,0
2025-04-15,STORE-01,PROD-01,99,15.26,0
2025-04-16,STORE-01,PROD-01,98,32.49,0
2025-04-17,STORE-01,PROD-01,86,40.12,0
2025-04-18,STORE-01,PROD-01,91,42.02,0
2025-04-19,STORE-01,PROD-01,109,33.07,0
2025-04-20,STORE-01,PROD-01,120,31.4,0
2025-04-21,STORE-01,PROD-01,103,14.75,0
2025-04-22,STORE-01,PROD-01,101,6.06,0
2025-04-23,STORE-01,PROD-01,106,15.44,0
2025-04-24,STORE-01,PROD-01,118,31.75,0
2025-04-25,STORE-01,PROD-01,89,24.27,0
2025-04-26,STORE-01,PROD-01,135,36.16,0
2025-04-27,STORE-01,PROD-01,122,17.34,0
2025-04-28,STORE-01,PROD-01,112,8.85,0
2025-04-29,STORE-01,PROD-01,90,15.2,0
2025-04-30,STORE-01,PROD-01,86,8.12,0
2025-05-01,STORE-01,PROD-01,97,44.6,0
2025-05-02,STORE-01,PROD-01,80,28.98,0
2025-05-03,STORE-01,PROD-01,128,49.74,0
2025-05-04,STORE-01,PROD-01,100,30.1,0
2025-05-05,STORE-01,PROD-01,88,30.3,0
2025-05-06,STORE-01,PROD-01,93,12.89,0
2025-05-07,STORE-01,PROD-01,95,9.35,0
2025-05-08,STORE-01,PROD-01,80,39.03,0
2025-05-09,STORE-01,PROD-01,103,46.72,0
2025-05-10,STORE-01,PROD-01,118,22.97,0
2025-05-11,STORE-01,PROD-01,125,28.44,0
2025-05-12,STORE-01,PROD-01,94,9.01,0
2025-05-13,STORE-01,PROD-01,93,40.19,0
2025-05-14,STORE-01,PROD-01,90,6.63,0
2025-05-15,STORE-01,PROD-01,84,8.94,0
2025-05-16,STORE-01,PROD-01,79,29.92,0
2025-05-17,STORE-01,PROD-01,97,32.03,0
2025-05-18,STORE-01,PROD-01,85,46.37,0
2025-05-19,STORE-01,PROD-01,91,22.13,0
2025-05-20,STORE-01,PROD-01,89,44.06,0
2025-05-21,STORE-01,PROD-01,83,8.64,0
2025-05-22,STORE-01,PROD-01,98,12.81,0
2025-05-23,STORE-01,PROD-01,89,33.84,0
2025-05-24,STORE-01,PROD-01,106,10.96,0
2025-05-25,STORE-01,PROD-01,105,32.28,0
2025-05-26,STORE-01,PROD-01,94,12.87,0
2025-05-27,STORE-01,PROD-01,77,21.54,0
2025-05-28,STORE-01,PROD-01,84,6.16,0
2025-05-29,STORE-01,PROD-01,86,48.46,0
2025-05-30,STORE-01,PROD-01,90,19.03,0
